date,close,sma
2013-05-31,64.247147,63.206327428571434
2013-06-03,64.388573,63.16530692857143
2013-06-04,64.187141,63.22091892857143
2013-06-05,63.587143,63.386837285714286
2013-06-06,62.637142,63.42642892857143
2013-06-07,63.115715,63.51367378571429
2013-06-10,62.69857,63.472449142857144
2013-06-11,62.514286,63.45142878571429
2013-06-12,61.741428,63.35795942857143
2013-06-13,62.279999,63.29489814285715
2013-06-14,61.435715,63.140816571428566
2013-06-17,61.714287,63.044489999999996
2013-06-18,61.681427,62.91000014285714
2013-06-19,60.42857,62.61836735714286
2013-06-20,59.548573,62.28275492857142
2013-06-21,59.07143,61.902959
2013-06-24,57.505714,61.42571421428572
2013-06-25,57.51857,60.99224471428572
2013-06-26,56.867142,60.58010185714285
2013-06-27,56.254284,60.089999642857144
2013-06-28,56.647144,59.65775492857142
2013-07-01,58.459999,59.368162999999996
2013-07-02,59.784286,59.228367142857145
2013-07-03,60.114285,59.073673285714285
2013-07-05,59.631428,58.94479564285714
2013-07-08,59.292858,58.771836428571426
2013-07-09,60.335712,58.67571392857143
2013-07-10,60.104286,58.65255078571429
2013-07-11,61.041428,58.75918328571429
2013-07-12,60.93,58.89193828571428
2013-07-15,61.062859,59.146020071428566
2013-07-16,61.457142,59.42734664285714
2013-07-17,61.472858,59.75632635714286
2013-07-18,61.68,60.143877499999995
2013-07-19,60.707142,60.43387735714286
2013-07-22,60.901428,60.60826514285714
2013-07-23,59.855713,60.61336707142858
2013-07-24,62.93,60.81448957142857
2013-07-25,62.642857,61.02959164285715
2013-07-26,62.998573,61.294285571428574
2013-07-29,63.970001,61.55387764285714
2013-07-30,64.760002,61.88642878571428
2013-07-31,64.647141,62.14397971428571
2013-08-01,65.239998,62.45183671428572
2013-08-02,66.077141,62.809999714285716
2013-08-05,67.064285,63.210509928571426
2013-08-06,66.464287,63.567040571428564
2013-08-07,66.425713,63.90602007142858
2013-08-08,65.858574,64.27397950000001
2013-08-09,64.921425,64.56112214285714
2013-08-12,66.765717,65.05469385714285
2013-08-13,69.938568,65.55530585714287
2013-08-14,71.214287,66.16755085714286
2013-08-15,71.129997,66.74836685714286
2013-08-16,71.761429,67.30489742857142
2013-08-19,72.534286,67.86020342857144
2013-08-20,71.581429,68.35550971428572
2013-08-21,71.765717,68.82163249999999
2013-08-22,71.851425,69.23408135714286
2013-08-23,71.574287,69.55622435714285
2013-08-26,71.852859,69.94112235714286
2013-08-27,69.798569,70.18204064285713
2013-08-28,70.128571,70.48704042857142
2013-08-29,70.242859,70.86714285714285
2013-08-30,69.602859,71.06979585714285
2013-09-03,69.797142,71.059694
2013-09-04,71.241432,71.06163292857143
2013-09-05,70.752853,71.03469407142858
2013-09-06,71.174286,70.9927552857143
2013-09-09,72.309998,70.97673471428571
2013-09-10,70.662857,70.91112242857143
2013-09-11,66.815712,70.55755064285714
2013-09-12,67.527145,70.2486735
2013-09-13,66.414284,69.88010185714286
2013-09-16,64.302856,69.34081592857142
2013-09-17,65.045715,69.00132635714286
2013-09-18,66.382858,68.73377542857143
2013-09-19,67.471428,68.53581607142857
2013-09-20,66.772858,68.33367314285714
2013-09-23,70.091431,68.35469378571429
2013-09-24,69.871429,68.25683642857142
2013-09-25,68.790001,68.11663271428571
2013-09-26,69.459999,67.99418364285714
2013-09-27,68.964287,67.75520428571429
2013-09-30,68.10714,67.57265307142858
2013-10-01,69.708572,67.77928592857143
2013-10-02,69.937141,67.9514285
2013-10-03,69.058571,68.14030614285714
2013-10-04,69.004288,68.47612271428571
2013-10-07,69.678574,68.80704121428572
2013-10-08,68.705711,68.97295928571428
